state_abbrev,state_desc,county_name,tract_fips,total_population,lack_insurence_prev,binge_drinking_prev,high_bp_prev,cancer_prev,adult_asthma_prev,heart_disease_prev,routine_physical_prev,copd_prev,smoking_prev,diabetes_prev,high_chol_prev,physical_activity_prev,adult_obesity_prev,poor_sleep_prev,stroke_prev,geolocation
DC,District of Columbia,District of Columbia,11001007603,4044,9.4,15.7,42.1,6.1,12.9,6.1,76.5,6.3,17.8,13,31.3,24.6,32.2,38.4,5,POINT (-76.95856203 38.85909091)
DC,District of Columbia,District of Columbia,11001007806,2347,10.2,16.6,42.1,5.4,12.3,5.8,76,5.9,19,13,30.7,25.5,32.8,39.8,4.8,POINT (-76.93266702 38.90560544)
DC,District of Columbia,District of Columbia,11001003900,4474,4.9,27.8,16.8,3.8,8.7,2.1,61.8,1.9,8,3.5,21.6,9.4,17.5,26.2,1.1,POINT (-77.04403585 38.92550571)
DC,District of Columbia,District of Columbia,11001010600,3933,5.3,24.7,23.2,3.8,9.8,2.5,66.6,2.3,9.4,5.3,22.3,12,21.5,30.2,1.8,POINT (-77.00335111 38.90331076)
DC,District of Columbia,District of Columbia,11001002801,3773,11.6,23.6,24.2,3.4,10.1,3.1,64.4,3.3,14.1,6.9,23.4,18.9,24.8,32,2.3,POINT (-77.03453346 38.93496514)
DC,District of Columbia,District of Columbia,11001008100,2910,3.8,27,18.9,4.7,8.6,2.4,63.9,2,7.4,3.8,23.9,8.7,17.5,25.8,1.3,POINT (-76.99251197 38.89319369)
DC,District of Columbia,District of Columbia,11001005500,6671,4.4,26.2,18.7,4.2,8.8,2.7,63.1,2.3,7.9,4,23,10,17.2,26,1.4,POINT (-77.04927486 38.90760866)
DC,District of Columbia,District of Columbia,11001007401,2414,16.5,15.2,42.6,3.7,17,5.9,74.5,10,33.1,14.8,27.2,38.4,40,45.6,6.2,POINT (-76.99673436 38.86366006)
DC,District of Columbia,District of Columbia,11001009700,3177,11.8,15.5,44,5,14.5,6.3,76.4,7.8,24.5,14.8,30.1,30.8,37,43,5.7,POINT (-76.98972123 38.83407322)
DC,District of Columbia,District of Columbia,11001009603,3373,10.4,15.5,44.4,6.1,12.7,6.5,77.1,6.6,19.5,14,31.7,27.5,33.3,40.3,5.5,POINT (-76.94776438 38.89181559)
DC,District of Columbia,District of Columbia,11001007408,3038,14.7,16.7,43,3.7,15.3,5.8,73.9,8.7,31,14.4,27.7,34.7,39.9,45.4,5.7,POINT (-76.9706422 38.8525424)
DC,District of Columbia,District of Columbia,11001001902,1969,7.7,17.2,38.6,6.8,10.6,5.3,75.6,4.3,12.3,10.7,31.6,19.2,26.6,34.6,3.9,POINT (-77.01563256 38.96392428)
DC,District of Columbia,District of Columbia,11001000802,2869,4,25.2,19.6,5.2,8.5,3,64.5,2.4,7.4,4.1,26,9.7,16.7,24.9,1.4,POINT (-77.0872158 38.91196521)
DC,District of Columbia,District of Columbia,11001004201,3342,4.4,30.4,13.8,3,8.3,1.6,59.1,1.5,7.4,2.6,19.1,8.1,16,25.3,0.9,POINT (-77.0388477 38.91620222)
DC,District of Columbia,District of Columbia,11001008904,3309,10.7,16.6,41.2,5,13.1,5.4,75.6,6.1,20.6,12.7,29.7,26.4,33.6,40.8,4.7,POINT (-76.97494474 38.9009059)
DC,District of Columbia,District of Columbia,11001007707,3867,11.7,14.9,45.6,6.2,13.3,7.2,77.3,7.6,21.4,15,31.8,30.5,33.9,40.7,6.2,POINT (-76.93540776 38.87792479)
DC,District of Columbia,District of Columbia,11001007901,3822,8.6,18.5,35.6,4.7,12.3,4.3,73.5,4.7,16.7,10.1,27.4,21.3,30.2,37.8,3.6,POINT (-76.98051626 38.89646905)
DC,District of Columbia,District of Columbia,11001010900,3211,12.7,18.6,34.4,3.3,14.1,4.1,72.6,5.7,22.9,10,23.8,27.6,32.7,41.8,3.8,POINT (-77.01654974 38.81649024)
DC,District of Columbia,District of Columbia,11001002502,5973,13.2,22.9,25.9,3.9,10,3.4,65.4,3.4,14,7.4,25.1,19.5,24.8,32.3,2.5,POINT (-77.03012876 38.93904004)
DC,District of Columbia,District of Columbia,11001007903,1774,7.7,17.8,37,5.9,11,4.6,75,4,13,10.1,29.3,19,27.8,35.5,3.6,POINT (-76.97429178 38.89641393)
DC,District of Columbia,District of Columbia,11001004702,1802,6.1,22.4,26.4,5.1,9.2,3.6,67.6,2.8,9.6,6.5,25.6,13.5,20.4,29.6,2.4,POINT (-77.0135931 38.90085974)
DC,District of Columbia,District of Columbia,11001000202,5425,5,26.8,16.8,4,9.8,2.8,63.4,2.8,8.5,3.6,21.4,10.9,15.6,25.1,1.4,POINT (-77.06826246 38.90783339)
DC,District of Columbia,District of Columbia,11001002001,2340,12.1,18.6,35.1,5.4,11.1,5.5,70.6,5.6,17.2,10.9,31.2,23.6,28.1,34.4,3.9,POINT (-77.03591905 38.95929913)
DC,District of Columbia,District of Columbia,11001009509,2940,8.2,16,40.7,7.2,10.8,5.6,77.1,4.5,12.7,11.3,32,20.7,27,35.3,4.3,POINT (-76.99494954 38.94920116)
DC,District of Columbia,District of Columbia,11001006500,2531,4.3,25.2,21.2,4.9,9.4,3.1,64.8,2.9,9.3,4.6,25.8,10.9,19.1,26.5,1.6,POINT (-77.00335554 38.88379748)
DC,District of Columbia,District of Columbia,11001007403,2859,11.7,17.5,37.6,3.8,14.3,4.5,74.4,6,23.6,11.3,25.7,28.3,35.1,43.3,4.2,POINT (-76.97442489 38.84846859)
DC,District of Columbia,District of Columbia,11001000600,4539,4.2,21.9,24.8,7.3,8.6,4.1,68.4,3.2,7.7,5.4,30.7,11,17.3,24.3,2,POINT (-77.06649713 38.93629866)
DC,District of Columbia,District of Columbia,11001001702,2644,5.3,20.7,28.9,5.8,9.9,3.7,70.9,3,9.3,7.1,27.8,13.4,22.4,30.2,2.5,POINT (-77.01604268 38.97171481)
DC,District of Columbia,District of Columbia,11001009905,2795,11.3,16.3,42.1,5,13.7,5.7,75.7,6.8,22.3,13.4,29.5,28.6,34.9,41.8,5.1,POINT (-76.92504833 38.88432287)
DC,District of Columbia,District of Columbia,11001007409,3499,13.1,16.6,38.8,4,14.9,4.9,74.2,6.8,25.6,11.9,26.4,30.5,35.5,43.2,4.7,POINT (-76.97419461 38.84536765)
DC,District of Columbia,District of Columbia,11001009302,1189,8.3,19.6,33.4,5.1,10.9,4.3,71.9,4,13.8,9.2,28.1,18.9,26.8,34.6,3.3,POINT (-76.99077494 38.92510915)
DC,District of Columbia,District of Columbia,11001008802,4119,8.8,17.7,37.8,5.7,11.6,5,74.8,4.7,14.8,10.8,29.1,21.3,28.6,36.5,4.1,POINT (-76.98664548 38.90394304)
DC,District of Columbia,District of Columbia,11001003301,3198,5.3,23.9,23.3,3.9,9.8,2.4,68.3,2.1,8.5,5.2,22.2,11.4,21.2,30.4,1.7,POINT (-77.011461 38.92042934)
DC,District of Columbia,District of Columbia,11001003200,4913,10.7,22.1,27.4,4.1,10.6,3.4,68,3.4,13.7,7.5,24.6,18.6,25.2,33.6,2.6,POINT (-77.02117169 38.93226952)
DC,District of Columbia,District of Columbia,11001002202,3087,9,19.8,32.6,5.2,10.5,4,72,3.5,12.6,8.8,27.9,18.4,26.5,34.6,3,POINT (-77.01386765 38.94881187)
DC,District of Columbia,District of Columbia,11001009901,2249,6.7,14.2,45.1,8.1,11.2,6.4,79.9,5,11.9,13,34.6,20.6,28.5,35.2,4.8,POINT (-76.95533332 38.87534031)
DC,District of Columbia,District of Columbia,11001009504,3025,7,17.2,38.6,7.2,10.6,5.6,75.4,4.6,12.1,10.6,31.6,19.4,25.7,33.3,4.1,POINT (-76.99303828 38.94091002)
DC,District of Columbia,District of Columbia,11001001200,5008,4,24,20.6,5.7,8.6,3.1,65.9,2.5,7.1,4.3,26.9,9.8,16.5,24.6,1.5,POINT (-77.07051784 38.94622543)
DC,District of Columbia,District of Columbia,11001004202,2771,3.8,28.9,14.8,3.6,8.2,1.9,60.7,1.6,6.4,2.8,20.6,7.8,15.8,24.7,0.9,POINT (-77.04303067 38.91338809)
DC,District of Columbia,District of Columbia,11001010500,3410,7.3,21.2,27.8,4.2,10.7,3.5,68.5,3.6,13.4,7.2,25.7,16.5,24.8,33,2.5,POINT (-77.01336532 38.88186034)
MD,Maryland,Allegany,24001000500,2734,12.5,13.1,41.9,7.3,11.9,8.7,79.1,10.3,21.1,13.6,32,30.6,37.1,35.6,4.6,POINT (-78.72785581 39.65595483)
MD,Maryland,Montgomery,24031706010,3026,7.7,11.6,28.7,7.2,7.7,4.8,75.3,3.7,7,7.8,36,13.8,19.2,27.2,2.1,POINT (-77.16621473 39.02628523)
MD,Maryland,Wicomico,24045010701,3800,11.7,16.2,38.6,6.5,10.6,6.4,77.6,7.4,19.3,11.4,35.7,23.4,37.8,34.9,3.3,POINT (-75.75936389 38.46322327)
MD,Maryland,Worcester,24047951200,3091,9.8,14.8,39.4,7.5,9.6,6.6,77.8,6.9,16.8,11.4,37.4,24.4,34,30.5,3.3,POINT (-75.3534931 38.20299021)
MD,Maryland,Prince George's,24033801600,2813,16.2,10.9,41.1,4.4,11.5,4.6,79.2,5.2,15.6,14.3,31,27,42.4,45.2,3.7,POINT (-76.99643686 38.82034583)
MD,Maryland,Prince George's,24033801302,2734,10.2,12.1,36.5,6.5,9,5.1,77.2,4.8,10.7,11.1,35.9,19.1,32.5,35.9,2.8,POINT (-77.03925533 38.67473604)
MD,Maryland,Prince George's,24033800203,4252,10.4,12.6,34.6,7.2,8.6,5.7,75.6,5.5,10.5,10.5,37.2,19,30.2,32.9,2.8,POINT (-76.89926603 39.10277948)
MD,Maryland,Prince George's,24033807410,3953,16.1,10.3,38.5,6.3,10,6,77.9,5.7,12.6,12.9,33,26.4,35.9,39.1,3.7,POINT (-76.94620376 39.04606465)
MD,Maryland,Anne Arundel,24003702500,6669,14.6,14.9,34.2,4.8,10.2,4.8,76.6,5,14.7,10.4,29.1,24.2,37.7,37.5,2.8,POINT (-76.53064871 38.9613019)
MD,Maryland,Queen Anne's,24035810700,3939,9.9,15.4,37,6.9,9.6,6.1,74.3,6.1,16.1,10.5,32,21.1,33.2,33.3,3,POINT (-76.20246964 38.95578283)
MD,Maryland,Baltimore,24005492002,3945,9.4,16.3,31.3,7,9.5,5.2,75.6,4.9,13.3,7.7,31.7,20,28.8,31.2,2.4,POINT (-76.54858883 39.38552059)
MD,Maryland,Prince George's,24033803002,2723,14.3,10.2,43.6,5.8,10.6,5.3,81,4.9,13,14.8,33.2,25.6,39.8,43.6,4,POINT (-76.89546248 38.90327717)
MD,Maryland,Baltimore City,24510130600,3586,7.2,23.4,23,4.9,9.2,3.3,72.2,3.5,11.8,5.5,26,12.6,25.1,29.6,1.5,POINT (-76.62981139 39.3264872)
MD,Maryland,Kent,24029950500,2623,11.2,12.5,45.5,9.4,10.8,10.1,79,10.6,19.2,15,39.9,27.5,33.8,34.2,4.9,POINT (-76.2193956 39.12289511)
MD,Maryland,Prince George's,24033805906,2820,27.4,13.9,29.5,3.1,10.1,3.6,70.2,4.5,16.1,10.6,26.7,29.2,38.1,40.5,2.6,POINT (-76.97458485 39.00690796)
MD,Maryland,Carroll,24013507601,5027,10.4,16.5,32,6.3,9.6,5.3,76.3,6,15.9,9.1,33.6,20.2,31.9,28.6,2.6,POINT (-76.97925676 39.61600813)
MD,Maryland,Prince George's,24033801005,3719,11,11.7,37.6,4.9,9.8,3.9,79,3.8,11.3,11.4,32.1,19.9,37.2,41.1,2.7,POINT (-76.83335902 38.75544162)
MD,Maryland,Washington,24043011400,5701,9.6,14,37.4,8.3,10.2,7.1,78.5,7.1,16.9,10.5,35.9,24.7,34.1,32.3,3.2,POINT (-77.65906396 39.51858547)
MD,Maryland,Montgomery,24031702402,4506,10.6,14.2,24.6,4.3,8.7,3.2,72.1,3,8.8,6.6,27.9,14.4,23.1,31.5,1.8,POINT (-77.01784929 38.99295067)
MD,Maryland,Montgomery,24031700204,2124,10.5,14.4,28.9,6.9,8.5,5.5,72.2,5.3,11.2,7.8,35.6,16.5,21.9,28.9,2.5,POINT (-77.21813047 39.30720117)
MD,Maryland,Prince George's,24033803524,3295,14,11.2,38.9,4.1,11.1,3.8,79.3,4.3,14,12.6,29.4,24.3,41.5,44.8,3.1,POINT (-76.87710693 38.90427552)
MD,Maryland,Cecil,24015031202,5570,9.2,15.8,38.1,6.9,9.3,6.1,75.5,6.1,16.7,10.5,35,23.5,38.3,35.5,2.9,POINT (-76.06093642 39.57423217)
MD,Maryland,Baltimore,24005402303,6426,12.8,12,43,5.8,11.6,5.3,81.9,5.2,15.8,13.3,31.2,27.3,39.9,40.4,3.8,POINT (-76.75506184 39.34544623)
MD,Maryland,Wicomico,24045010502,8875,12.4,17.6,28,4.2,12.3,4.8,76,5.9,15.6,8,25.2,22.2,32.8,33.5,2.6,POINT (-75.57948304 38.34251169)
MD,Maryland,Baltimore City,24510160600,3509,15.1,13.4,48.9,6,13.1,6.9,83.9,7.5,21.9,18.3,32.5,31.2,42.6,44.6,5.4,POINT (-76.66396486 39.2967281)
MD,Maryland,Frederick,24021740200,4735,9.4,15.7,33.5,7.3,10.1,6,76.2,6.3,13.9,10.6,36.3,21,32.9,31.5,2.9,POINT (-77.37049438 39.48439872)
MD,Maryland,Montgomery,24031700718,4329,8.5,12.6,24.9,6.1,7.5,4.3,72.3,3.2,7,6.6,31.4,13.6,17.8,27.9,1.9,POINT (-77.18231307 39.11621679)
MD,Maryland,Prince George's,24033801907,3528,14.2,8.9,48,7.1,10.8,6.7,82.5,6.3,13,17.5,36.9,27.4,40.2,42.2,5,POINT (-76.93477302 38.82923805)
MD,Maryland,Carroll,24013506200,5444,9.4,16.2,34.2,7,9.4,5.9,77,6.6,16.9,9.6,35.9,20.7,32.1,28.6,2.8,POINT (-76.85228006 39.69088417)
MD,Maryland,Harford,24025303602,3799,6.3,15.1,33.6,7.7,8.8,5.6,78.9,4.8,10.6,8.3,35.1,15.8,28.9,28.5,2.3,POINT (-76.32443786 39.52084324)
MD,Maryland,Montgomery,24031705701,4614,6.1,13.2,25.4,7.3,7.5,4.3,73.9,3.1,5.4,6.2,34.1,11.1,17.8,24.9,1.8,POINT (-77.11572377 38.96583045)
MD,Maryland,Montgomery,24031703502,2929,9.6,12.6,28.9,6.8,8,5.1,74.1,4,8,8.4,34.6,15.5,21.1,28,2.4,POINT (-77.08031611 39.03903429)
MD,Maryland,Prince George's,24033801801,1966,14.9,11.5,38.5,4.4,11.2,4.2,78.9,4.7,14.3,12.6,29.3,25.2,40.9,44.8,3.3,POINT (-76.94789084 38.82913503)
MD,Maryland,Charles,24017850710,4979,8.9,14.9,30.9,4,9.9,2.9,78.6,3.2,13.1,8.2,28.1,19,37.9,38.9,1.8,POINT (-76.95777544 38.6269264)
MD,Maryland,Prince George's,24033803514,4381,10.1,11.7,34.4,4.3,10.2,3,79.1,2.9,9.7,9.9,27.8,17.9,37.2,41.4,2.4,POINT (-76.83925893 38.90523972)
MD,Maryland,Prince George's,24033800900,1698,12.3,12,40.7,6.8,9.8,6.3,77.4,6.4,14,13.4,37.4,23.3,35.6,37.9,3.7,POINT (-76.72926772 38.61075455)
MD,Maryland,Harford,24025302801,3687,10.2,13.8,39.2,7.5,10,6.9,79.5,6.9,15.8,11.4,35.9,22.8,33.8,33.1,3.3,POINT (-76.16068237 39.53565091)
MD,Maryland,Baltimore,24005402403,2283,11.9,10.9,46.1,6.6,11.5,5.9,83.5,5.4,14.7,14.6,33.3,27.2,40,39.8,4.2,POINT (-76.71969178 39.33227157)
MD,Maryland,Washington,24043011202,4200,11.3,14.3,36.3,7.1,10.6,6.7,77.6,7.2,18.7,10.6,34,26,35.8,33.8,3.1,POINT (-77.64353095 39.64732772)
MD,Maryland,Montgomery,24031700604,6802,6.7,13.1,27.3,6.8,7.7,4.5,73.9,3.7,7,7.2,36.4,12.4,19.2,26.7,2,POINT (-77.30309336 39.09605057)
MD,Maryland,Prince George's,24033804200,3094,7.6,13.3,31.8,6,8.3,3.9,76.2,3.2,7.2,8.9,33.5,14.1,30.3,33.3,2.1,POINT (-76.91883465 38.92515312)
MD,Maryland,Frederick,24021773500,4121,9.7,16.3,32.5,6.2,10.4,5.5,75.5,6.1,14.5,10.4,34.8,21.1,34.6,32.6,2.7,POINT (-77.34539006 39.46863286)
MD,Maryland,Baltimore,24005403100,2462,11.2,9.8,48.1,10,10.3,8.4,84.4,6.7,12.4,14.3,37.2,28.1,34.2,34.8,4.9,POINT (-76.73330255 39.35316984)
MD,Maryland,Montgomery,24031700606,4327,6.6,11.8,25.8,5.8,7.2,3.9,73.4,3.2,6.6,7.3,35.5,13,17.4,27.2,1.8,POINT (-77.24368791 39.09380205)
MD,Maryland,Prince George's,24033802301,3674,15.3,10.6,43.1,5.4,10.8,5.4,79.8,5.5,14.4,15,34.2,26.2,40.2,43.3,3.9,POINT (-76.89064623 38.85715832)
MD,Maryland,Prince George's,24033803803,5003,23.1,12.4,35.8,4.1,10.2,4.6,74,5.2,15.8,13.1,31.3,29,39.6,41.8,3.2,POINT (-76.8973817 38.95441881)
MD,Maryland,Baltimore City,24510271001,2298,15,14.6,44,5,13.1,5.6,82.3,6.5,21.8,15.4,29.6,28.7,41.5,44.2,4.5,POINT (-76.60500959 39.34297633)
MD,Maryland,Anne Arundel,24003730204,5723,13.5,14.4,39.2,5.9,10.5,6.6,77.1,7.4,19.3,12.6,33.3,28.1,38.8,38.5,3.7,POINT (-76.57792001 39.14407207)
MD,Maryland,Baltimore,24005452400,3593,11.1,15.3,36.3,7.6,10,6.7,76.1,7.2,17.8,10,35.6,24.6,31.7,32.5,3.2,POINT (-76.47528139 39.27239056)
MD,Maryland,Baltimore City,24510080101,3881,11.9,16.9,37.4,5,11.5,4.6,80,5.3,18.4,11.2,28.9,22.6,36.4,39.9,3,POINT (-76.58045511 39.32329888)
MD,Maryland,Baltimore City,24510260203,2830,14.9,14.4,44.4,4.9,13.4,5.8,82.2,7.3,23.7,15.8,30,30.2,42.8,44.7,4.5,POINT (-76.54369252 39.32255221)
MD,Maryland,Prince George's,24033806708,4232,9.8,12.6,30.7,6.2,8.4,4.4,74.6,4.2,9.5,8.6,33.3,17.3,28.4,33.7,2.3,POINT (-76.88014873 39.0011069)
MD,Maryland,Montgomery,24031705400,2824,5.1,12.9,27.2,7.8,7.5,4.6,75,3.3,5.3,6.6,37.2,10.5,18.4,24.2,1.9,POINT (-77.0836811 38.97872546)
MD,Maryland,Baltimore City,24510200800,2282,14.3,15.7,42.8,4.9,13,5.5,81.3,6.8,23,14.6,30.1,27.8,41.5,44.2,4.1,POINT (-76.67932258 39.2802256)
MD,Maryland,Prince George's,24033800509,9339,10,10,42.8,6.1,9.9,4.8,82,4,9.5,13.9,34.5,20.2,37.7,40.5,3.4,POINT (-76.77046708 38.88886946)
MD,Maryland,Montgomery,24031701315,4566,8.9,13.9,24.8,5.1,8.4,3.6,71.9,3.5,9.1,6.8,31.3,14.6,21.1,30.2,1.9,POINT (-77.05441476 39.15794153)
MD,Maryland,Montgomery,24031703210,3282,11.8,12.9,26.9,6,7.7,4.4,73,3.5,7.7,7.6,32.3,15.7,20.8,29,2.1,POINT (-77.01486158 39.03225079)
MD,Maryland,Baltimore,24005408704,5458,6,14.3,31,7.7,8.3,4.9,77.2,4,8.8,7.7,35.1,15.8,25,27.5,2.1,POINT (-76.6524744 39.42760128)
MD,Maryland,Harford,24025301108,3435,7.7,16.3,31.4,5.9,9.5,4.4,77.2,4.7,13.4,7.8,32.4,17,31.5,31.4,2,POINT (-76.29414508 39.48394409)
MD,Maryland,Carroll,24013514201,5139,8.4,15.8,34.2,7.4,9.3,5.8,77.6,6.1,14.9,9.5,36.3,19.2,31.4,27.7,2.7,POINT (-77.04518928 39.39772825)
MD,Maryland,Frederick,24021752001,5139,8.4,18.3,27.8,5.5,9.7,4.2,73.8,4.6,12.8,8.1,32.7,17.3,32,31.2,2,POINT (-77.17821668 39.38007641)
MD,Maryland,Baltimore,24005440702,5178,10.2,15.9,29.9,6.4,9.3,4.7,74.8,4.6,13.5,7.4,30,20.4,28.3,32.1,2.3,POINT (-76.46098345 39.36405835)
MD,Maryland,Caroline,24011955302,3128,13.4,13.3,39.5,7.1,11.4,7.6,79.9,9,20.3,13.9,35.5,30.1,39.6,36.2,4.3,POINT (-75.82875641 38.87513676)
MD,Maryland,Anne Arundel,24003701101,4151,6.5,16,32.8,7.5,8.4,5.5,76.9,4.7,10.3,8.3,35.2,16,29.5,29.9,2.3,POINT (-76.5815173 38.93956479)
MD,Maryland,Baltimore City,24510272004,3788,8.9,15.9,36.9,9.1,9.8,7.7,79.3,6.7,12.1,10.7,33.6,20.3,26.2,29.9,3.7,POINT (-76.68901795 39.36861118)
MD,Maryland,Baltimore,24005401101,6487,13.6,12.8,39.9,5.7,11.3,5.5,79.5,5.7,17.2,12.2,31.2,27.8,37.7,39,3.6,POINT (-76.73395728 39.29811186)
MD,Maryland,Charles,24017851001,3279,10.2,14.2,37.8,7.3,9.2,5.9,79.3,5.8,14.4,10.6,35.9,22.5,35.5,35.1,3,POINT (-76.9984292 38.53327624)
MD,Maryland,Prince George's,24033801410,3519,12.4,9.6,42.1,6.2,9.4,5.6,80,4.9,11,14.7,36.6,23.3,34.9,39.2,3.6,POINT (-77.01651405 38.75867936)
MD,Maryland,Prince George's,24033800518,3178,7.7,11.1,37.4,5.3,9.3,3.7,80.5,3,7.4,11.1,32.9,15.8,35.1,38,2.4,POINT (-76.77181421 38.93252865)
MD,Maryland,Anne Arundel,24003731303,6827,7.7,16.2,34.6,7.7,8.8,6.3,76.7,5.9,12.9,9.1,36.3,18.6,31,31.3,2.6,POINT (-76.45232816 39.10405032)
MD,Maryland,Prince George's,24033800516,3566,10.3,12.3,33.8,5.6,9.3,4.1,77.1,3.7,9.9,9.8,31,18.5,33.5,37.8,2.5,POINT (-76.72947379 38.9454026)
MD,Maryland,Anne Arundel,24003740105,3533,13.9,14.6,34.3,3.4,11.2,3.6,77.6,4.4,18.1,9.7,25.1,26.1,41.7,43.2,2.5,POINT (-76.70150403 39.1198804)
MD,Maryland,Baltimore City,24510250204,4125,21.8,11.9,50.4,4.5,17.3,7.5,83.2,12.1,35.6,21,30.2,43.7,50.7,49.8,7.2,POINT (-76.627203 39.24713797)
MD,Maryland,Frederick,24021751301,3418,8.5,13.8,36.8,9.7,9,7.6,78.7,6.3,10.8,11.1,39.3,20.7,29.5,28.7,3.3,POINT (-77.45905017 39.49486246)
MD,Maryland,Baltimore City,24510030200,2342,10.2,20.2,28.5,4.6,10,4,74.6,4.2,14.9,7.9,26.5,17.5,29.5,34.1,2.1,POINT (-76.60207595 39.28725428)
MD,Maryland,Carroll,24013507703,2875,7.5,13.3,36.8,10.7,8.5,7.5,80.5,6,10.4,9.5,37.4,19.2,26.2,24.5,3.3,POINT (-77.04226506 39.56875755)
MD,Maryland,Carroll,24013501002,5337,10.1,14.8,36.8,8,9.6,6.9,78.1,7.5,17,10.7,37.6,22.5,31.9,28.3,3.2,POINT (-77.18850236 39.67365513)
MD,Maryland,Queen Anne's,24035811000,4461,9.3,15.8,35.9,7.2,9.5,6.1,73.6,6.3,16.1,9.9,33,20.1,31.8,32.3,2.8,POINT (-76.27958791 38.94808391)
MD,Maryland,Montgomery,24031704600,5079,6.2,13.2,25.8,7.4,7.4,4.5,73.7,3.1,5.6,6.4,34.3,11.4,17.7,24.9,1.9,POINT (-77.11783113 38.99698511)
MD,Maryland,Allegany,24001000100,3718,11.5,13.8,41.6,7.9,10.7,8.3,77.9,9.6,20.9,12.6,34.4,28,35.1,33.6,4,POINT (-78.51024848 39.63447291)
MD,Maryland,Baltimore,24005408302,2947,5.3,12.9,34.5,9.6,8.2,5.9,79.4,4.4,7.7,8.3,37.8,15.7,24.6,25.8,2.4,POINT (-76.68233636 39.43960343)
MD,Maryland,Frederick,24021767500,2849,10.5,15.8,35.7,7.6,10.1,6.9,75.9,7.6,16.3,11.5,39,23.1,33.4,31.7,3.2,POINT (-77.31830929 39.64086275)
MD,Maryland,Baltimore City,24510080700,1137,13.3,14.9,44.2,5.2,11.9,5.4,82.7,5.5,18.5,15,30.3,25.7,39.9,42.6,4.1,POINT (-76.59326171 39.3069841)
MD,Maryland,Montgomery,24031702200,4338,10.2,14.2,25,5.5,8,3.8,71.6,3.4,8.3,6.8,32,14.1,21.6,28.8,1.8,POINT (-77.00660763 39.00935487)
MD,Maryland,Baltimore City,24510280404,2267,15.4,13.4,47.5,6,13.4,6.8,83.3,7.9,22.5,17.3,32.2,30.8,42.2,44,5.3,POINT (-76.69171902 39.28777846)
MD,Maryland,Charles,24017850102,2583,11.8,12.3,42.8,6.5,10.6,6.7,80.9,7.1,18.5,13.9,35.8,28.3,41.7,39.5,3.9,POINT (-77.08557394 38.59438052)
MD,Maryland,Prince George's,24033807405,5858,13.6,13.5,30.1,5.2,8.6,4.4,72.9,4.3,10.8,9.4,32,19.9,30.3,34.9,2.4,POINT (-76.92866055 39.03453117)
MD,Maryland,Anne Arundel,24003740702,9644,7.6,17.1,29,5.8,8.5,4.2,75,3.8,10.8,7.2,30.2,16.1,30.3,32.3,1.9,POINT (-76.71615471 39.03312875)
MD,Maryland,Cecil,24015030903,5076,13.2,16.1,37.4,6.1,10.8,6.5,73.3,8.6,23.8,10.9,33.8,29.8,40.8,37.5,3.4,POINT (-75.90555039 39.59158752)
MD,Maryland,Anne Arundel,24003702208,6962,7.8,19.1,23.5,4.2,8.4,2.7,72.6,2.8,10.1,5.5,25.8,14.2,29.3,32.5,1.3,POINT (-76.66659978 39.03166964)
MD,Maryland,Montgomery,24031701212,2714,7.7,12.8,28.1,6.7,7.7,4.8,73.9,3.8,7.4,7.7,36,13.5,19.8,27.5,2.1,POINT (-77.12993187 39.12222497)
MD,Maryland,Baltimore,24005490900,4165,9,13.9,35.3,7.9,9.9,6.6,77.8,5.8,11.6,9.9,32.7,22,29.1,30.3,3.3,POINT (-76.59445807 39.39874245)
MD,Maryland,Calvert,24009860802,4863,9.9,15.5,32.9,6.6,10.1,5.4,75,6.3,16.8,9.7,34.7,20.8,36.4,36.1,2.7,POINT (-76.51519408 38.49410167)
MD,Maryland,Howard,24027606803,5523,6.8,14.7,26.1,4.9,8.8,3.2,74.1,3.2,8.8,6.7,29.4,14.2,26.5,31.7,1.6,POINT (-76.86670096 39.16949457)
MD,Maryland,Anne Arundel,24003751000,3893,12.1,16.4,35.2,6.7,9.6,6.6,75.1,7,17.4,10.1,33.6,24.4,34.3,34.9,3.1,POINT (-76.61217273 39.16761773)
MD,Maryland,Queen Anne's,24035810300,4546,9.9,16.1,35.6,6.9,9.5,6,73.3,6.3,16.7,9.7,32.2,20.5,32.2,32.8,2.8,POINT (-75.97560876 39.14043625)
MD,Maryland,Prince George's,24033801216,3425,11.6,11.1,39.6,5.8,9.6,4.7,79.9,4.1,10.4,12.4,33.7,20.5,36.2,40.1,3,POINT (-76.91380736 38.74944723)
MD,Maryland,Prince George's,24033803508,4938,17.7,10.6,40.6,4.2,11.9,4.7,78.9,5.6,16.9,14.3,29.9,29.1,42.9,45.5,3.9,POINT (-76.86170183 38.92588466)
MD,Maryland,Howard,24027606804,3202,6.6,14.5,27.4,5.1,8.9,3.5,74.7,3.3,8.9,7.1,30.5,14.3,27.3,31.9,1.7,POINT (-76.84382068 39.16140452)
MD,Maryland,Calvert,24009860703,3489,10.4,14.8,34.2,6.4,10.5,5.3,76.3,6,16.2,10.3,33.8,21.3,37.5,37.8,2.8,POINT (-76.61226279 38.49660378)
MD,Maryland,Prince George's,24033803601,3491,13.2,10.5,42.4,5.8,9.9,5,80.7,4.4,11.2,14.2,33.8,23.2,37.8,41.6,3.6,POINT (-76.84707838 38.93983191)
